,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
48378,France,"Named after the Laroche winery, L'Obédiencerie, this wine is a selection from the Blanchots Grand Cru vineyard. It is rich, but endowed with a taut minerality that cuts through the ripe green plum and crisp pear flavors. It demands aging. Drink from 2024.",La Réserve de l'Obédience Les Blanchots Grand Cru,95,100.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2019 La Réserve de l'Obédience Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2019
48380,France,"Tight and still very young, this wine has great aging potential. The fruits show apricot and green plum balanced by a tense, steely minerality that cuts through like a razor. Ready to age for several years, this wine will be best from 2024.",Les Clos Grand Cru,94,88.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2019 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2019
48624,France,"Proper Nuits-St.-Georges, all dry tannins powering through the dark cherry fruit flavors, and balanced with tasty acidity. There's great potential here, the ripe fruits just showing their intensity, but for the moment, the tannins are the core.",Les Chaboeufs Premier Cru,90,85.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2011 Les Chaboeufs Premier Cru  (Nuits-St.-Georges),Pinot Noir,Bouchard Aîné & Fils,2011
48625,France,"An opulent style, where the tannins are subservient to the ripeness of the red cherry flavor. The acidity enhances the sweetness of the rich fruit, and the lively, vibrant texture comes sweeping right through to finish.",,90,48.0,Burgundy,Monthélie,,Roger Voss,@vossroger,Bouchard Père & Fils 2011  Monthélie,Pinot Noir,Bouchard Père & Fils,2011
48629,France,"Firm and hard, this shows density rather than fruit, tannin rather than freshness. It goes for the dark side of Clos Vougeot. There is some bitterness from the extraction, but the wine needs many years before it comes into balance—the juicy red fruit finish promises richness later.",,90,242.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Louis Latour 2011  Clos de Vougeot,Pinot Noir,Louis Latour,2011
48889,France,"A complete wine. As it starts in the mouth, there is a feeling of everything in its place. The tannins are initially soft, dusty rather than dry; then the dark plums, red berries and so-sweet strawberries come into play. And finally, they all come together in a climax of richness and freshness.",,98,156.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2011  Charmes-Chambertin,Pinot Noir,Louis Jadot,2011
48890,France,"A beautiful wine, smooth, polished, with rounded corners. Its intense fruit is balanced and harmonizes well with the sweet tannins, the layers of wood and the red berry flavors. Certainly powerful, it impresses equally with the pleasure it will give in 7–10 years.",,98,330.0,Burgundy,Clos de Tart,,Roger Voss,@vossroger,Clos de Tart 2011  Clos de Tart,Pinot Noir,Clos de Tart,2011
48891,France,"This is a powerhouse of a wine. It is driven forward by immense tannins as well as by superrich fruit that still keeps itself in check by a velvet texture. There is spice, acidity, some toast and vanilla, and finally a sunburst of warmth.",,98,160.0,Burgundy,Clos de la Roche,,Roger Voss,@vossroger,Louis Jadot 2011  Clos de la Roche,Pinot Noir,Louis Jadot,2011
48892,France,"A supremely integrated wine, its richness and beautiful fruit just part of a story that starts with intense aromas and segues on the palate into a balance of tannins, dark red fruits, enveloping acidity and a beautifully orchestrated finale of berries, spice and aching freshness.",,97,118.0,Burgundy,Corton-Pougets,,Roger Voss,@vossroger,Louis Jadot 2011  Corton-Pougets,Pinot Noir,Louis Jadot,2011
48896,France,"Beautiful, aromatic wine, with raspberry fruit floating above the spice and toast. This is shot through with acidity and some dense tannins, but above all it is the piercing fruit that dominates. One of Jadot's signature wines, it is wonderful, with considerable aging potential.",Clos Saint Jacques Premier Cru,96,144.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2011 Clos Saint Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,2011
48901,France,"Opulent yet so elegant, this wine has already achieved great balance. It comes from the soft richness of the generous fruit, the spice from both the wood and the fruit, and the roundness of the texture, which envelops you in its warmth and ripeness. And, at the end, just to give a great lift, along comes the acidity.",Les Baudes Premier Cru,95,110.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Louis Jadot 2011 Les Baudes Premier Cru  (Chambolle-Musigny),Pinot Noir,Louis Jadot,2011
49450,France,A finely balanced wine with toast and ginger flavors peeking through the ripe peach and apricot fruits. It is striated with minerality giving an intense ageworthy texture. The acidity shows through strongly at the end.,Les Embazées Premier Cru,91,87.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Chartron et Trébuchet 2015 Les Embazées Premier Cru  (Chassagne-Montrachet),Chardonnay,Chartron et Trébuchet,2015
49482,France,"This wine comes from the furthest west of the Chablis Premier Cru vineyards, and furthest from the Serein river. The coolness of its chalk soil reflects in its crisp, appley and tight mineral character. The fruit is bright, in accordance with the 2018 vintage. Drink now, or, better yet, from 2022.",Vau Ligneau Premier Cru,92,37.0,Burgundy,Chablis,,Roger Voss,@vossroger,Nicolas Potel 2020 Vau Ligneau Premier Cru  (Chablis),Chardonnay,Nicolas Potel,2020
49485,France,"Ripe, full and showing the richness of the vintage, this comes from one of the premier crus vineyards on the south bank of the Serein river. It's crisp with strong minerality, while also having plenty of ripe citrus and apple fruit. Drink from 2023.",Vaillon Premier Cru,91,33.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2021 Vaillon Premier Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2021
49496,France,"The fruit and structure of this monopole bottling from Nuiton-Beanoy are already well integrated. With a smoky character from wood aging and a core of firm tannins and acidity, it manages to feel ripe and crisp at the same time. Drink from 2024.",Clos du Chapitre Premier Cru,91,52.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Nuiton-Beaunoy 2020 Clos du Chapitre Premier Cru  (Gevrey-Chambertin),Pinot Noir,Nuiton-Beaunoy,2020
49497,France,"Showing plenty of the concentration this village can produce, this wine from a small parcel is structured to age. It's rich while keeping the acidity and crispness of the year in mind. Drink from 2021.",Les Sionnières,91,41.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,Nuiton-Beaunoy 2020 Les Sionnières  (Morey-Saint-Denis),Pinot Noir,Nuiton-Beaunoy,2020
49738,France,"While Savigny is better known for its red wines, its whites have a rich, soft character that makes them accessible when young. This wine, from 40-year-old vines and aged lightly in wood, is structured, mineral and full of crisp green and white fruits. Drink from 2020.",,88,43.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine de Bellene 2018  Savigny-lès-Beaune,Chardonnay,Domaine de Bellene,2018
49741,France,"This ripe and full-bodied wine has a wonderful balance between pure acidity and ripe yellow fruits. From chalk and clay soils, it's both mineral and rich, both fresh and warm. It could be drunk now, although it will be much better from 2020.",Authentique,88,25.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Sangouard-Guyot 2019 Authentique  (Pouilly-Fuissé),Chardonnay,Domaine Sangouard-Guyot,2019
49758,France,"This is a fresh while also rich wine. Yellow fruits are laced with appealing acidity and a crisp lemon zest texture. Lively, fruity and mineral, it is ready to drink.",Domaine Drouhin-Vaudon,87,22.0,Burgundy,Chablis,,Roger Voss,@vossroger,Joseph Drouhin 2018 Domaine Drouhin-Vaudon  (Chablis),Chardonnay,Joseph Drouhin,2018
49774,France,"A charming and rich wine, with tannins that nestle within the soft texture. It is approachable, packed with ripe red fruits in an attractive juicy texture. The finish has enticing acidity.",Les Chatelots,91,112.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Louis Latour 2015 Les Chatelots  (Chambolle-Musigny),Pinot Noir,Louis Latour,2015
49778,France,"This normally rich Meursault has gone into overdrive in 2013, producing a superopulent wine. It does, however, balance that with fine acidity and a mineral edge. It opens slowly to give its apple and peach fruits.",Clos des Poruzots Premier Cru,91,59.0,Burgundy,Meursault,,Roger Voss,@vossroger,Roux Père et Fils 2015 Clos des Poruzots Premier Cru  (Meursault),Chardonnay,Roux Père et Fils,2015
49783,France,"A ripe, pure wine of red fruit around a core of toast, dominated by vital acidity and an edge of dry tannins. The wine is linear, finely balanced, fruity and exuberant.",Champs Pimont,91,69.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Jacques Prieur 2014 Champs Pimont  (Beaune),Pinot Noir,Domaine Jacques Prieur,2014
49855,France,"Aged in new wood, this wine is warm and rich with spicy vanilla and apricot notes. It has green plum, yellow cherry and citrus flavors that are nicely rolled into a balanced package. It can be drunk now, but would be better to wait a year.",Millénaire,88,30.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Henri de Villamont 2016 Millénaire  (Bourgogne),Chardonnay,Henri de Villamont,2016
49857,France,"A pretty onion-skin colored wine, this has soft texture, light acidity and a warm, rounded character. Tart red currants provide freshness and crispness to a palate that's weighty and concentrated with flavor. A finely balanced wine that can be drunk now.",No 69 Brut Rosé,88,49.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,JCB NV No 69 Brut Rosé  (Crémant de Bourgogne),Sparkling Blend,JCB,
49980,France,"Full, soft and rich, this has flavors of ripe yellow fruit and red apple, with a textured edge. The wine is round and layered with delicious acidity. While its already to drink now, it will age for 3–4 years.",Morgeot Premier Cru,90,62.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Domaine Vincent Girardin 2016 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Domaine Vincent Girardin,2016
49983,France,"This is deliciously crisp and steely, with an apple flavor and the weight of citrus and grapefruit. It has a minerally, chalky feel, and then the wine rounds out, with crisp fruit on the finish.",Drouhin-Vaudun Premier Cru,90,40.0,Burgundy,Chablis,,Roger Voss,@vossroger,Joseph Drouhin 2016 Drouhin-Vaudun Premier Cru  (Chablis),Chardonnay,Joseph Drouhin,2016
50286,France,"Alitgoté, the other white grape of Burgundy, can produce attractive herbal wines that have considerable freshness. This is crisp and lively, showing citrus and earthiness. It's not for aging, so drink now.",Buissonnier,84,13.0,Burgundy,Bourgogne Aligoté,,Roger Voss,@vossroger,Vignerons de Buxy 2019 Buissonnier  (Bourgogne Aligoté),Aligoté,Vignerons de Buxy,2019
50287,France,"The wine is fresh, fruity, still young and all the better for it. Red cherry fruits and a crisp texture gives a cool, juicy feel. It's not for aging.",Buissonnier,84,13.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Vignerons de Buxy 2019 Buissonnier  (Coteaux Bourguignons),Pinot Noir-Gamay,Vignerons de Buxy,2019
50288,France,"A soft, fruity wine, this features attractive citrus and peach flavors. It's light and fresh with a crisp, bright aftertaste. Saint-Bris is the only appellation in Burgundy to produce Sauvignon Blanc.",,84,15.0,Burgundy,Saint-Bris,,Roger Voss,@vossroger,Simonnet-Febvre 2018  Saint-Bris,Sauvignon Blanc,Simonnet-Febvre,2018
50290,France,"This is an attractively fruity wine, crisp, full of red currant flavors and with a tight, tannic edge. Still young, it is dominated by acidity that needs to calm down. Give the wine until mid- or late 2019.",,84,15.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Louis Tête 2019  Coteaux Bourguignons,Gamay,Louis Tête,2019
50300,France,"With flavors of vanilla and caramel, this is rounded and full in the mouth. It passes up on a steely, edgy texture in favor of a warm and rich character. The result is a wine that is soft and needs to be drunk now.",Le Classique,84,17.0,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2019 Le Classique  (Chablis),Chardonnay,Pascal Bouchard,2019
50347,France,"Planted by Guy Moreau in 1934, the vines for this wine are now over 70 years old. This vintage is richly endowed, layering delicious wood spice and yellow fruit flavors over crisp, citrusy acidity. It's firmly textured with a mineral edge, finishing with concentration. Drink from 2024.",Vaillon Premier Cru Cuvée Guy Moreau,92,46.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2020 Vaillon Premier Cru Cuvée Guy Moreau  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2020
50349,France,This negociant wine produced by Domaine Dujac has plenty of the generous fruit associated with the appellation. It also has solid tannins built for aging and strikes a fine balance between the crisp character of its red fruit and richer wood spice notes. Drink from 2023.,,92,50.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Dujac Fils & Pere 2020  Chambolle-Musigny,Pinot Noir,Dujac Fils & Pere,2020
50469,France,"The name “Not so little” is a joking reference to its appellation. This is a pleasure, a delicious unoaked Chardonnay with green fruits, a touch of caramel and kiwi fruit flavors.",Pas si Petit,86,25.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,La Chablisienne 2012 Pas si Petit  (Petit Chablis),Chardonnay,La Chablisienne,2012
50470,France,"A fresh, simple wine, all crisp green fruit with ripe apples and a touch of grapefruit. Delicious; drink now. Screwcap.",,86,28.0,Burgundy,Chablis,,Roger Voss,@vossroger,Laroche 2012  Chablis,Chardonnay,Laroche,2012
50604,France,"A rounded, creamy style of wine but with a deliciously fresh green fruit and citrus character. It shows very pure, direct flavors, a line that goes right through the wine. There is only a hint of spice or toast at the mouthwateringly fresh finish.",Vaudésir Grand Cru,91,87.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2012 Vaudésir Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2012
